FID,mslink,zona,tp_umidade,distr_umid,temperatur,desc_compl,the_geom
ClimadoBrasil_5000.185,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-49.49583637994385 -17.484847463303137, -49.44418430016903 -17.428679386743294, -49.4167169436997 -17.428051256944595, -49.420287484434276 -17.494521613730885, -49.45888141429865 -17.574323430539035, -49.52116714025563 -17.65090470350003, -49.53164278713171 -17.651141868528118, -49.53498857838123 -17.568534548403036, -49.49583637994385 -17.484847463303137)))"
ClimadoBrasil_5000.556,666,Massa d'água,0,0,0,Massa d'água,"MULTIPOLYGON (((-49.59689999999999 -29.035999999999998, -49.589299999999994 -29.027599999999996, -49.5644 -29.024099999999997, -49.5624 -29.040899999999997, -49.596599999999995 -29.067899999999995, -49.6215 -29.069699999999994, -49.6217 -29.052999999999997, -49.59689999999999 -29.035999999999998)))"
ClimadoBrasil_5000.188,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-48.140673967021364 -21.03161120777485, -48.13765714345392 -20.999551098697168, -48.10459452310138 -20.982650767447662, -48.07065916972959 -20.992875958324223, -48.140673967021364 -21.03161120777485)))"
ClimadoBrasil_5000.189,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-47.944799078322276 -20.87942204873652, -47.95748129691705 -20.867199692088324, -48.03911244881347 -20.791240902479345, -48.1278758362728 -20.673434020407957, -48.17069862176412 -20.58029380291805, -48.184485207660565 -20.51244169658208, -48.175083568366965 -20.46483388139463, -48.13732205561822 -20.426787814144983, -48.034825309113295 -20.470607020641488, -47.94262867464777 -20.535724583415618, -47.89058640403282 -20.57592911501151, -47.80427966575166 -20.630650786569213, -47.75797752212376 -20.665753761537747, -47.7285351099415 -20.6804397845946, -47.73056736457769 -20.682866472860752, -47.7550557393957 -20.706750905299316, -47.80010214531848 -20.73491521390215, -47.88333619513976 -20.80809113780597, -47.929741692421786 -20.860304151270167, -47.944799078322276 -20.87942204873652)))"
ClimadoBrasil_5000.190,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-45.42946855592541 -22.878471942088407, -45.450691373960616 -22.852612915384917, -45.43762987090011 -22.83452245002642, -45.38348997343422 -22.79249494005757, -45.30109118887048 -22.748933846943515, -45.19905059568844 -22.71731469112438, -45.11892580179424 -22.712925042565143, -45.08951778142075 -22.728686997356835, -45.08640330450555 -22.776317834265353, -45.131578924744346 -22.809234002437066, -45.18177244157469 -22.838072699673713, -45.24170211508426 -22.86308626633662, -45.302207456352754 -22.879418427207614, -45.38243348206953 -22.88374873994024, -45.42946855592541 -22.878471942088407)))"
ClimadoBrasil_5000.191,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-44.73465026205131 -17.997561833070073, -44.73456842950395 -17.99911528398271, -44.73383175281748 -18.013092747917195, -44.733343101075896 -18.053550241474397, -44.73482136333895 -18.087873770302515, -44.74443237794869 -18.12414085321565, -44.773276817841015 -18.17066628705847, -44.795306925154506 -18.190397708250604, -44.821199207571404 -18.168265044995348, -44.83968020439136 -18.13020297355616, -44.847437409926975 -18.044912774023175, -44.850966347753804 -17.9454074860299, -44.85882620173521 -17.857003265582424, -44.8386928458162 -17.83270973643436, -44.81464014134447 -17.82069218079129, -44.786262556943655 -17.828714021688953, -44.75519022549343 -17.856844873956682, -44.7474268836896 -17.91097428936486, -44.73465026205131 -17.997561833070073)))"
ClimadoBrasil_5000.192,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-44.28929104387179 -17.690770532098245, -44.29767546178555 -17.717810250196948, -44.31614385778272 -17.74717903779325, -44.31725085362515 -17.788353993198502, -44.331528064732886 -17.833337315766908, -44.35316958917741 -17.86602884791892, -44.3828642632781 -17.873805750748392, -44.40408610545329 -17.85269208886311, -44.409872161840326 -17.74540155474079, -44.43043393587673 -17.67362213353112, -44.44511465787607 -17.649014247894435, -44.48312189548083 -17.62551687148121, -44.513787227876776 -17.614318515142184, -44.55177593373091 -17.590800453201606, -44.57173821144211 -17.528443934305383, -44.582501399298934 -17.449825314440176, -44.5674880580153 -17.417473800923343, -44.533158210072784 -17.37156162031606, -44.497198748889 -17.357218094504713, -44.45244434210384 -17.383587405444665, -44.40601130726652 -17.441497372450073, -44.36138438177161 -17.464674842883525, -44.319773084815104 -17.431048258774148, -44.295154283649396 -17.391912061120554, -44.27252530499002 -17.378173296590347, -44.25820009003254 -17.396458608368718, -44.25600482933272 -17.437465869512433, -44.26277730482066 -17.49788158334193, -44.28021870900547 -17.546166783646264, -44.27647464340242 -17.615564829804917, -44.28929104387179 -17.690770532098245)))"
ClimadoBrasil_5000.193,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-43.60369727447833 -21.51437277536808, -43.60305773257448 -21.51339292479221, -43.57607010012177 -21.471989352359124, -43.547562279896034 -21.397278413142406, -43.470380480509945 -21.293524450898214, -43.38092372002512 -21.204640937458315, -43.29414406287475 -21.157577686651138, -43.162923119305916 -21.102489005419848, -43.08109680090661 -21.06608552280928, -43.044034448861254 -21.056251243300864, -43.05828593153867 -21.0698438290408, -43.07203999806161 -21.112353430758578, -43.02853601720397 -21.16682861470603, -42.970099825511454 -21.194303518192957, -42.87796798618127 -21.21956747437613, -42.851577795444136 -21.26987211786652, -42.86573382037289 -21.38004394646723, -42.84972706858754 -21.441423400603075, -42.7762645253435 -21.51460937505798, -42.68265123771828 -21.555187754025578, -42.597066909240574 -21.565041475641586, -42.547864740341915 -21.558922509936274, -42.52987861281243 -21.574508125275937, -42.47568595512034 -21.5931936226913, -42.457769461913344 -21.614339377732993, -42.49826001395757 -21.66556785549053, -42.58582831328858 -21.68643584470571, -42.615150633754084 -21.725715346545574, -42.63778140049413 -21.798110965880923, -42.67057225869498 -21.845090162710065, -42.75333772849729 -21.876787620471035, -42.80328614660018 -21.861483585478005, -42.84509612590601 -21.89786398302456, -42.905965499024695 -21.950439287037014, -42.98016419201097 -21.988960836746138, -43.07692885578869 -21.999075837423277, -43.142208921188434 -21.99588115657828, -43.23607975608536 -21.99077861037828, -43.317529592431335 -21.98855954953246, -43.385444567864646 -22.004119594569364, -43.37943722876296 -22.029893077717755, -43.321955333581066 -22.0374144956576, -43.2763210279948 -22.049415830755624, -43.27547031399259 -22.060568188626878, -43.309339486146676 -22.096380705568905, -43.36553421811848 -22.15978503497596, -43.37542044540285 -22.19031616216107, -43.309483836218234 -22.2010039637616, -43.22095868569932 -22.187775138115477, -43.14141372178929 -22.16388971708621, -43.087050958428556 -22.13043618711238, -43.06363491534267 -22.117688745829742, -43.00004552301905 -22.098544139233805, -42.92667579127835 -22.048865941328053, -42.87702591611552 -22.008226235157235, -42.77652244457635 -21.994014579422974, -42.7285960362795 -21.98331524288995, -42.66420819981278 -21.97521599763761, -42.63441324519325 -21.991836400001283, -42.588136313184556 -22.011049622873912, -42.558802341319186 -21.971743344690392, -42.541302133624484 -21.93697897239707, -42.50704142365361 -21.90852289182581, -42.47460160245319 -21.857819584846897, -42.4680312930304 -21.8387260356284, -42.42986966016077 -21.858462790923337, -42.40381475842644 -21.87902748144316, -42.38583084279345 -21.900145442839314, -42.375006695134516 -21.93294040283669, -42.34580274655817 -21.942086978291545, -42.317514517094956 -21.94011036390523, -42.27772068674281 -21.929869076061014, -42.259056743611126 -21.909926866967407, -42.23077679965941 -21.907938955976718, -42.20437120809684 -21.93215963601536, -42.17608682559364 -21.93016083154123, -42.12480792323819 -21.91162529752899, -42.124165389198176 -21.911809105135656, -42.20562785227616 -21.99015875867241, -42.256838764183264 -22.056122286906145, -42.277677852325056 -22.078376416123646, -42.298521686861065 -22.10063081094762, -42.32587779101278 -22.112950050891047, -42.34582157424807 -22.07797273727116, -42.32018966975392 -22.044993708602227, -42.294565742890285 -22.01201598367807, -42.2975737019124 -21.97585401144371, -42.32141461109931 -21.96193549483615, -42.360028822389665 -21.975027585318376, -42.3522529806163 -22.000469291292195, -42.403012801885815 -22.004010454992425, -42.41822981324219 -22.025860203863246, -42.44036950721679 -22.032597961834153, -42.46111028830227 -21.98725259154239, -42.48535905316841 -21.968135704022924, -42.52483271264541 -21.970856981107346, -42.545707908084886 -21.99308990668286, -42.57138875019056 -22.026052255664002, -42.61526450393855 -22.044662311820872, -42.65851556637092 -22.000810837117942, -42.737074259667416 -22.011347411889144, -42.823635619704994 -22.06401308550129, -42.939297987010406 -22.108192197660095, -43.00379249188233 -22.154129170726186, -43.08607993386243 -22.19081899103444, -43.14136351312349 -22.210085493727252, -43.20311424863458 -22.219345343264074, -43.28222399973979 -22.224505772551197, -43.36778293556808 -22.21962641091476, -43.454669318920175 -22.27210757419703, -43.5295169349659 -22.33422126390031, -43.59310261828743 -22.39560755125109, -43.631934405388165 -22.408497719344044, -43.6803040356413 -22.369843976361484, -43.6728537159832 -22.317236342269656, -43.60360090577091 -22.255524515013825, -43.53888069005301 -22.20972767384508, -43.49562423301297 -22.180919831211305, -43.508091454747564 -22.166078586218195, -43.546246739540216 -22.111166545515434, -43.597457727546825 -22.10918180483456, -43.63172506327296 -22.106119746308835, -43.63440586098562 -22.06979769082505, -43.594886431289446 -22.067320402483436, -43.515849714688706 -22.062339066201407, -43.46582036092616 -22.048744756629585, -43.40918712755493 -21.972196547651656, -43.39459720858069 -21.940006799740033, -43.44408389495631 -21.817262921494244, -43.41418088643607 -21.72517853810324, -43.35722126053954 -21.730762776711202, -43.286673694746625 -21.72030696151783, -43.25930738548033 -21.65291309859129, -43.326021974697866 -21.62731309281121, -43.44856883769048 -21.63503357118265, -43.5277064705814 -21.616088719227072, -43.56899000292216 -21.582817889561085, -43.60508811839752 -21.531295155553465, -43.60369727447833 -21.51437277536808)))"
ClimadoBrasil_5000.196,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-42.895680534574964 -21.01692628953783, -42.82150952910944 -20.997434118371878, -42.724774111579464 -20.991152001122337, -42.719857420670856 -21.0012319031623, -42.678654746326806 -21.024535522864234, -42.63748260963467 -20.993703326487548, -42.545355856182525 -21.00015564160568, -42.531370765341 -21.00069179222798, -42.56937667053568 -21.05372495488064, -42.63305614095429 -21.104721862809885, -42.71756373305746 -21.10508115773219, -42.81238648438915 -21.04365495027608, -42.89319728749901 -21.01766350943697, -42.895680534574964 -21.01692628953783)))"
ClimadoBrasil_5000.197,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-42.94594835129464 -17.116200897259297, -42.79241369136741 -16.991165456935438, -42.73440302133195 -16.927367937953605, -42.699571209119554 -16.897320719797776, -42.67041973515594 -16.887074368874067, -42.65672554999253 -16.886329214415866, -42.65098371230278 -16.905506508410117, -42.68423880743123 -16.96146162275589, -42.73766707057733 -17.025021695026933, -42.79340248272769 -17.088712779387663, -42.84458939173286 -17.152162743270168, -42.920428086471055 -17.225625026168732, -42.965586511196065 -17.275755322120144, -43.020042566426355 -17.32422254473341, -43.046977908104864 -17.334347504664475, -43.07482102828864 -17.329339992596495, -43.0874235328882 -17.310500733113525, -43.08909997156101 -17.28240070879237, -43.04861026945561 -17.23036180102315, -43.009903507706326 -17.187094607780278, -42.94594835129464 -17.116200897259297)))"
ClimadoBrasil_5000.198,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-42.26800924829548 -21.016935778479247, -42.228613746437716 -21.024417444444147, -42.191291937605484 -21.031224738705227, -42.190839298849646 -21.036888525348566, -42.19740180177354 -21.05272919507951, -42.21319612381796 -21.070643913475294, -42.2239684834381 -21.079557932527432, -42.23558213813247 -21.077943877183152, -42.2496059882602 -21.05917490576419, -42.25802917385662 -21.03857981257503, -42.262726785694035 -21.0254282614104, -42.26800924829548 -21.016935778479247)))"
ClimadoBrasil_5000.199,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-42.0611954723367 -21.247748567063592, -42.02557499272277 -21.292335363453244, -41.999876388404154 -21.290536566975625, -41.96966923585183 -21.2986088588334, -41.96065083562863 -21.318358084576573, -41.95530144697386 -21.338363658835956, -41.953060949820134 -21.36538256030042, -41.87028214031889 -21.3832996876182, -41.85444841024776 -21.439910151709842, -41.86856738475067 -21.491863228840945, -41.927383721946754 -21.49605035152679, -41.939258770683324 -21.486702169830316, -41.946036715580455 -21.44981397852628, -41.98160592073817 -21.37758557193667, -42.00899426612977 -21.35912644904442, -42.02279655744863 -21.326117270523284, -42.0541160617325 -21.304522479601573, -42.09872925932668 -21.30083468668899, -42.09130059971812 -21.256141520725187, -42.0611954723367 -21.247748567063592)))"
ClimadoBrasil_5000.557,667,Massa d'água,0,0,0,Massa d'água,"MULTIPOLYGON (((-49.735899999999994 -29.170999999999996, -49.730399999999996 -29.140799999999995, -49.71889999999999 -29.1324, -49.686299999999996 -29.1305, -49.67679999999999 -29.122099999999996, -49.6614 -29.1253, -49.669 -29.143800000000002, -49.7414 -29.223099999999995, -49.754799999999996 -29.2248, -49.7568 -29.2165, -49.7493 -29.186199999999996, -49.735899999999994 -29.170999999999996)))"
ClimadoBrasil_5000.200,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-42.397246812000475 -12.12954000680301, -42.36239309569733 -12.045635865065284, -42.28786360724974 -12.041030105037876, -42.233765038245735 -12.071195341794471, -42.17763210895277 -12.14070288507047, -42.130781697135546 -12.21061980498467, -42.079037163020104 -12.30619621470282, -42.05413824521082 -12.379375901054699, -42.022654130023646 -12.465742453729042, -42.005262142042525 -12.506584713849069, -41.99546667640067 -12.536527244164708, -41.98614906704604 -12.557477061608685, -41.97352349657953 -12.596290135238176, -41.95457341571076 -12.665207596475245, -41.938051192190244 -12.710576931514137, -41.913398414262986 -12.75440456331454, -41.880186213314495 -12.7831455368388, -41.83712933845476 -12.798986278469966, -41.81484280891321 -12.791796226118205, -41.800621405333665 -12.837261115798642, -41.746977054649626 -12.94455213500305, -41.69412038182616 -12.946334983566567, -41.669686277004864 -12.907229533043155, -41.63314172601253 -12.846473992431111, -41.59931487384243 -12.819602775062368, -41.545853565388775 -12.834001811575934, -41.51969952874562 -12.917134937540823, -41.522933488807354 -13.026941583479209, -41.504606394994 -13.127294950393445, -41.50250299422903 -13.14073672239233, -41.5028320517217 -13.172256115977685, -41.51494131596675 -13.286557400211446, -41.526785814784084 -13.364844293407579, -41.53004026461527 -13.429169386886908, -41.52513735545149 -13.487393339418267, -41.518457961189135 -13.55819469576668, -41.506776477654505 -13.625200972975367, -41.4958235685464 -13.663082556356086, -41.486233584784976 -13.675416004528781, -41.42623200330923 -13.690194877134642, -41.35280774827031 -13.645322178619525, -41.30864868365967 -13.573454050947388, -41.29490252420412 -13.47035445330136, -41.320370179594406 -13.359289248908684, -41.32981980965386 -13.259709868755941, -41.342708367410175 -13.216716342549136, -41.341960074021465 -13.20804086159192, -41.314302386318985 -13.147694089399911, -41.2655680152751 -13.153765884466917, -41.23590347299769 -13.215531371787526, -41.21579978710966 -13.345168729647009, -41.13445225029759 -13.3832700886568, -41.04776206044888 -13.437903030105435, -41.054027174714484 -13.48454264483985, -41.11882037285493 -13.508861916233524, -41.22736570690654 -13.53957627106881, -41.27163210483743 -13.617647197429969, -41.27955661209566 -13.714986660259225, -41.31524686411431 -13.788444610403703, -41.43284594738206 -13.78035838665243, -41.48242242408006 -13.716686827520743, -41.528318962252605 -13.600841829961862, -41.53082137030231 -13.470197443409182, -41.54929539198932 -13.369852542101533, -41.59796492692205 -13.19499653815061, -41.666484304176265 -13.058985233250883, -41.74007668550319 -12.994881808374942, -41.77894235190868 -13.00933778794061, -41.807358270811186 -13.057084592010533, -41.841401585155374 -13.168429226864287, -41.85785701461282 -13.278977385788352, -41.8791036195215 -13.381318861042041, -41.91340899371278 -13.399822026262488, -41.95112015556843 -13.350900482949255, -41.967688477108105 -13.106680296699528, -41.99430898922009 -12.922035984384113, -42.09250535312289 -12.706729231056805, -42.1933870668757 -12.520962312907304, -42.26752496832337 -12.435370178492716, -42.34041992717661 -12.277790100038315, -42.36204697743108 -12.18566985561098, -42.397246812000475 -12.12954000680301)))"
ClimadoBrasil_5000.201,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-41.61544825344675 -12.160364996210431, -41.611471284340034 -12.15044329066421, -41.58802674126874 -12.086271039219675, -41.55334512930345 -12.013680337384702, -41.51039213181173 -11.946550616688702, -41.48863250772692 -11.929048417103623, -41.41408171616335 -11.83728988142553, -41.324998086740614 -11.681733870606875, -41.26473683761459 -11.56539853324618, -41.23348068903804 -11.48403377321725, -41.13735220254189 -11.38728718556982, -41.01412501035126 -11.31046158392637, -40.91478451096045 -11.285158543992521, -40.86642732597429 -11.29148485755242, -40.86069804278101 -11.304110486523097, -40.86882794333103 -11.370137798930587, -40.8797794534509 -11.380390003160468, -40.950618943238226 -11.454988261851506, -41.01750186212489 -11.521019921943376, -41.05285567820624 -11.606738480563022, -41.06100811330277 -11.712325983187174, -41.140594091818166 -11.880039983308905, -41.24067552485237 -11.985566922511447, -41.35968634786581 -12.062479071457256, -41.5322248263153 -12.120685944762355, -41.61544825344675 -12.160364996210431)))"
ClimadoBrasil_5000.202,0,Tropical Brasil Central,semi-úmido,4 a 5 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-úmido 4 a 5 meses secos","MULTIPOLYGON (((-41.12665285349405 -10.202998606971015, -41.126085872001596 -10.190937202309573, -41.07486254893387 -10.051457734846064, -41.00582549423321 -10.00070821550884, -40.956158790244096 -9.979269433949467, -40.966409154642854 -10.003820635525843, -41.011023069475506 -10.070545689177296, -41.070661027886246 -10.135455893346302, -41.11108951168044 -10.182781353377466, -41.12665285349405 -10.202998606971015)))"
ClimadoBrasil_5000.203,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos","MULTIPOLYGON (((-42.74819178380941 -13.569714014747426, -42.67023285007623 -13.61813203230058, -42.61167792098524 -13.599944541637083, -42.59925645851786 -13.521579903942602, -42.60471741570642 -13.40770724240382, -42.58662466551719 -13.334291328769892, -42.57096069068801 -13.323226087127484, -42.542552489354755 -13.353084154749444, -42.504756466657106 -13.465482516484927, -42.455338492001395 -13.59287923398868, -42.41804095667003 -13.672312711151184, -42.423258908829276 -13.676898000757234, -42.4702115450608 -13.741399333859958, -42.526244279223 -13.812025422464954, -42.56269007044539 -13.896334996440288, -42.583434635550056 -13.945967312181876, -42.6031328933227 -13.993290600675746, -42.62038227949406 -14.047814111094933, -42.667393913974806 -13.898180605065455, -42.74462561956273 -13.756379226797666, -42.8050261063541 -13.624129062331495, -42.84693802739289 -13.537732960415193, -42.876563858874924 -13.481924238794265, -42.88043307381623 -13.399030319295116, -42.88211766026237 -13.362763664962833, -42.84980023797395 -13.3613667721243, -42.802827321893766 -13.442371993872134, -42.74819178380941 -13.569714014747426)))"
ClimadoBrasil_5000.204,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos","MULTIPOLYGON (((-42.397246812000475 -12.12954000680301, -42.44214205218829 -12.05786497422265, -42.51336023181323 -11.929621519293145, -42.55056180908853 -11.7745806300152, -42.57855391698215 -11.627607259975957, -42.58496198840341 -11.471320286835509, -42.553652077872634 -11.381283614597077, -42.523108998178266 -11.380115998726875, -42.4826349245881 -11.40816811666482, -42.46887338116243 -11.530281757098715, -42.44713113702886 -11.73665161593284, -42.42553607309891 -11.833056275218613, -42.329945500580585 -11.917992861461325, -42.26456225958792 -11.911102498901814, -42.200840432883815 -11.86623566741859, -42.14931919630963 -11.842999671637521, -42.078473565935504 -11.861207307163484, -42.04489512256048 -11.927398491759275, -42.01489964093624 -12.010615179513668, -41.96375717854008 -12.076026166602956, -41.89282286118655 -12.09411978385286, -41.778333505616274 -12.106092829366982, -41.665989200019624 -12.071700317013693, -41.51039213181173 -11.946550616688702, -41.55334512930345 -12.013680337384702, -41.58802674126874 -12.086271039219675, -41.611471284340034 -12.15044329066421, -41.61544825344675 -12.160364996210431, -41.6394006173585 -12.171782905975565, -41.747001932011926 -12.214454788736095, -41.8194252250917 -12.25981144044037, -41.86462247038363 -12.325096588779775, -41.87937440754613 -12.384844001837921, -41.87959297094442 -12.47351380774131, -41.85263673926197 -12.670746748963994, -41.81484280891321 -12.791796226118205, -41.83712933845476 -12.798986278469966, -41.880186213314495 -12.7831455368388, -41.913398414262986 -12.75440456331454, -41.938051192190244 -12.710576931514137, -41.95457341571076 -12.665207596475245, -41.97352349657953 -12.596290135238176, -41.98614906704604 -12.557477061608685, -41.99546667640067 -12.536527244164708, -42.005262142042525 -12.506584713849069, -42.022654130023646 -12.465742453729042, -42.05413824521082 -12.379375901054699, -42.079037163020104 -12.30619621470282, -42.130781697135546 -12.21061980498467, -42.17763210895277 -12.14070288507047, -42.233765038245735 -12.071195341794471, -42.28786360724974 -12.041030105037876, -42.36239309569733 -12.045635865065284, -42.397246812000475 -12.12954000680301)))"
ClimadoBrasil_5000.205,0,Tropical Brasil Central,semi-árido,6 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, semi-árido 6 meses secos","MULTIPOLYGON (((-41.43079523595851 -10.310424162373643, -41.31769337105645 -10.188260044043247, -41.25820250647686 -10.118508129583109, -41.176527474573035 -10.043119196561715, -41.084730160849226 -9.97219210819115, -41.01178045194751 -9.928489822148224, -40.99218143261626 -9.920524232406336, -40.961865090264304 -9.931414288131151, -40.94597746283829 -9.954886679901081, -40.956158790244096 -9.979269433949467, -41.00582549423321 -10.00070821550884, -41.07486254893387 -10.051457734846064, -41.126085872001596 -10.190937202309573, -41.12665285349405 -10.202998606971015, -41.16078524727418 -10.247340105410187, -41.18648502066852 -10.289298607510185, -41.250329533548296 -10.37371668095451, -41.29535367455346 -10.430909672850342, -41.323844077145104 -10.465771739646733, -41.347852314293675 -10.488406272650915, -41.452448221299285 -10.49245787143403, -41.46748879724125 -10.490625886311092, -41.474923434077745 -10.430600524609885, -41.43079523595851 -10.310424162373643)))"
ClimadoBrasil_5000.206,0,Tropical Brasil Central,úmido,3 meses secos,subquente - média entre 15 e 18 ° em pelo menos 1 mês,"Tropical Brasil Central, subquente - média entre 15 e 18 ° C em pelo menos 1 mês, úmido 3 meses secos","MULTIPOLYGON (((-40.46729805995914 -13.311486296022773, -40.449767762119144 -13.335788914325834, -40.39394661220692 -13.387494276959893, -40.329300536654024 -13.43870185381354, -40.24922994549179 -13.451251693359687, -40.20796957634031 -13.478443432217253, -40.187198638606596 -13.531911331405283, -40.23700171446094 -13.584976909478698, -40.32494022417594 -13.589692240576765, -40.415310164687895 -13.552488606995194, -40.47559721556138 -13.501039756677352, -40.50388742601857 -13.468899547876184, -40.5255194516819 -13.398571860264395, -40.52954743012608 -13.327322526853491, -40.50829341397064 -13.313612252452003, -40.46729805995914 -13.311486296022773)))"
